cat_one_hot__co-applicant_age_above_62_No,cat_one_hot__co-applicant_age_above_62_Yes,cat_ordinal__debt_to_income_ratio,cat_ordinal__derived_sex,cat_ordinal__derived_race,cat_ordinal__applicant_age,cat_ordinal__applicant_age_above_62,num__applicant_credit_score_type,num__co-applicant_credit_score_type,num__applicant_ethnicity-1,num__co-applicant_ethnicity-1,num__applicant_sex_observed,num__action_taken,num__purchaser_type,num__preapproval,num__tract_minority_population_percent,num__loan_type,num__loan_purpose,num__tract_population,num__income,num__ffiec_msa_md_median_family_income,num__tract_median_age_of_housing_units,num__loan_amount
4.439946503344188,0.0,0.2219458629101728,0.9671782054079108,2.858058336558875,1.9335759590749233,2.5561679296501603,-0.9903515498452886,0.4996976506767324,-0.3182582163262561,0.5515279916077096,-0.30420742660238315,-0.07879392018647231,-0.32575314061741767,0.09958591954639415,0.14325601094634688,-0.2366818409984072,-0.6107113104156568,-1.0935378591696334,-0.45756548977860134,0.0,-0.3638460406908886,-0.3087129382454189
4.439946503344188,0.0,0.8877834516406912,0.0,1.14322333462355,0.4833939897687308,0.0,0.7797370766150634,-0.21407269313035932,-0.3182582163262561,0.5515279916077096,-0.30420742660238315,-1.2786215895680213,-0.32575314061741767,0.09958591954639415,1.8235216848994695,3.4013711112035288,1.8212544336466916,-0.20302267413313957,0.0,0.0,0.9135350518885744,-0.4025146938333848
4.439946503344188,0.0,0.8877834516406912,0.0,2.858058336558875,0.9667879795374617,0.0,0.425719351322993,0.4996976506767324,-0.3182582163262561,0.5515279916077096,-0.30420742660238315,-0.07879392018647231,-0.32575314061741767,0.09958591954639415,-0.9495433957687485,-0.2366818409984072,-0.5296457856135786,-1.3417039487364535,-0.015115104549523447,0.0,-2.1886761729472646,-0.07420854927550413
4.439946503344188,0.0,0.0,0.9671782054079108,2.858058336558875,2.4169699488436542,0.0,0.425719351322993,0.4996976506767324,-0.3182582163262561,0.5515279916077096,-0.30420742660238315,-0.07879392018647231,-0.32575314061741767,0.09958591954639415,0.00010027822242565392,-0.2366818409984072,-0.5296457856135786,0.5521291893214523,-0.41875405247780506,0.0,0.3204652589052523,-0.4494155716273677
4.439946503344188,0.0,0.8877834516406912,2.9015346162237323,4.001281671182425,3.383757928381116,0.0,0.7797370766150634,-0.21407269313035932,0.9276343666532783,-0.22448491080405927,2.9004604639847855,1.7209475838858512,-0.32575314061741767,0.09958591954639415,-0.41782210279418347,-0.2366818409984072,-0.6107113104156568,1.2026251513678143,0.0,0.0,-0.45508754730370743,-0.4025146938333848
4.439946503344188,0.0,0.8877834516406912,2.9015346162237323,4.001281671182425,3.383757928381116,0.0,0.7797370766150634,-0.21407269313035932,0.9276343666532783,-0.22448491080405927,2.9004604639847855,1.7209475838858512,-0.32575314061741767,0.09958591954639415,-0.36372638812431457,-0.2366818409984072,-0.6107113104156568,-0.08959322410386063,0.0,0.0,-0.27260453407806984,-0.16801030486347002
4.439946503344188,0.0,0.8877834516406912,0.0,1.14322333462355,0.9667879795374617,0.0,-0.9903515498452886,0.4996976506767324,-0.3182582163262561,0.5515279916077096,-0.30420742660238315,-1.2786215895680213,-0.32575314061741767,0.09958591954639415,-0.6398124440918772,-0.2366818409984072,-0.6107113104156568,-0.5420576601322551,-0.3954671900973273,0.0,0.5485690254372992,-0.49631644942135067
4.439946503344188,0.0,0.2219458629101728,0.0,1.14322333462355,1.4501819693061926,0.0,-1.344369275137359,0.4996976506767324,-0.3182582163262561,0.5515279916077096,-0.30420742660238315,-0.07879392018647231,-0.32575314061741767,0.09958591954639415,1.8189037580374077,-0.2366818409984072,1.9023199584487698,-0.10275354703543442,-0.21693457851366424,0.0,0.7310520386629368,-0.16801030486347002
4.439946503344188,0.0,0.8877834516406912,1.9343564108158215,4.001281671182425,1.4501819693061926,0.0,0.7797370766150634,-0.21407269313035932,0.3046880751635111,-1.0004978132158282,-0.30420742660238315,1.1210337491950768,-0.32575314061741767,0.09958591954639415,-0.002208685208605345,-0.2366818409984072,-0.6107113104156568,0.07710419969607417,-0.3100820280355754,0.0,-0.31822528738447925,-0.12110942706948707
4.439946503344188,0.0,0.8877834516406912,1.9343564108158215,3.4296700038706502,1.4501819693061926,0.0,0.7797370766150634,-0.21407269313035932,-0.3182582163262561,-1.776510715627597,-0.30420742660238315,0.5211199145043022,-0.32575314061741767,0.09958591954639415,-0.002208685208605345,-0.2366818409984072,-0.6107113104156568,0.07710419969607417,-0.07721340423079753,0.0,-0.31822528738447925,-0.214911182657453
4.439946503344188,0.0,0.8877834516406912,0.9671782054079108,2.858058336558875,2.4169699488436542,0.0,0.425719351322993,0.4996976506767324,-0.3182582163262561,0.5515279916077096,-0.30420742660238315,-1.2786215895680213,-0.32575314061741767,0.09958591954639415,-0.15954805043743142,-0.2366818409984072,-0.5296457856135786,0.7539208076055839,-0.13931170391207162,0.0,0.2292237522924335,-0.3087129382454189
